stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,7,0,0,0,0,4,0,1,0,0,0,0,0,3,0,126,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.82,0,1.13,0.28,0,0.56,0,3.95,0,0,0,1.41,0,0.56,0.56,22.27,0.28,0,0,0,1.13,0.28,0.85,0,0,0.85,0,0,0,0.28,0,0,2.82,0,0,0
21Day,0.37,2.59,0.37,16.28,1.85,0,2.22,0,15.91,0,0.74,4.81,34.04,0.37,1.48,2.59,48.1,1.48,0,0,4.07,0,4.81,2.22,0,0,0.37,4.07,0,0,0,0.37,0.37,2.59,0,0,49.21
3Month,0,3.22,0.1,16.75,0,0.21,0.62,1.35,60.75,0,4.78,44.62,3.95,2.18,2.39,2.29,55.13,2.18,0.62,0.1,22.26,7.91,0.52,0.1,0.42,0.31,0,0.94,0.21,2.91,0.1,0,0,0,0.83,1.98,60.54
22Month,0.14,3.42,0.27,6.15,0,0.41,0,0.68,58.49,0.82,11.34,24.73,3.42,2.05,0.14,0.27,44.14,1.64,0,0.41,8.47,0.27,0.14,0,0.41,0.14,0.14,0.41,0,0.14,0,0.27,0,0,0,0,21.32
