stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,1.13,0.28,0.85,0,0,0,0,0,1.13,0,0,9.02,0,1.69,0.56,2.25,0,0.56,0,0,14.09,8.17,0,0.28,112.74,0,0,0.28,0.28,0.28,0,0,0
21Day,0,0,0,0.37,0,0.74,0,0,0,0.37,0,0,0,0.37,0,0,1.11,0,1.85,0,0,0.37,0,8.14,1.85,0,2.22,26.27,0.37,0,1.11,0,0,0,0,0
3Month,0.1,0.73,0.62,13.11,0,0,0.1,0.1,1.14,0.42,0.1,4.89,1.56,0,3.74,1.98,0.83,1.04,5.2,0.21,0,0.83,0.52,1.04,0.21,0.31,13.73,9.15,0.52,1.77,0.21,0,0.42,1.35,23.61,1.04
22Month,0.27,0.27,0.68,18.99,0,0,0,0,0.14,0.68,6.01,10.52,0.14,0.14,2.87,0.27,0.14,0.55,1.23,0,0.41,0.27,0,0.55,0,1.09,9.98,0.68,0,0.96,0.27,0.14,0.27,0,0,0.14
