stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,5.07,0.56,0,1.69,1.97,0.28,0,0.28,0,0,0,0,0,1.13,5.07,0.85,1.13,0,0.28,0,0.28,418.54,15.5,0,1.69,0,3.66,0,0,4.51,0.85,0.56,1.41,0,0,0
21Day,1.11,0,0,1.85,4.07,0,0,0,0,0,0,0.37,0.37,0.37,2.22,1.11,4.07,0,0,0.37,0.37,125.06,9.99,0.74,2.22,0,3.33,2.96,0.37,1.85,0,1.11,0.37,0.37,0,1.11
3Month,0,0.1,0.1,2.7,0,0.1,0.52,0.42,0,7.91,0.62,0,1.98,0.21,0.31,0.83,1.66,0.21,0.1,0.42,0.83,1.14,0.73,1.04,0.1,0,0,0.21,2.81,0,0,0,0.31,0.1,3.54,0.52
22Month,0,0.55,0.14,2.05,0,0,0.27,1.78,3.96,31.02,0.68,0.14,3.96,0,0.14,1.5,2.05,0,0.82,0.41,0,1.64,0.27,1.5,0.14,0.14,0,0.14,4.1,0.68,0.27,0.14,0.14,0,0.14,1.23
