stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.3,3.38,0,12.97,3.66,10.99,0,0.85,0,0,0.56,0.28,0,0.28,0,6.76,25.93,2.25,31.29,0,0.85,1.41,0.28,286.36,72.15,0,1.13,0,31.57,1.13,0,9.02,1.69,0.85,2.25,0,0,0
21Day,16.65,2.59,1.85,46.99,2.22,22.57,0,3.33,0,0,1.48,7.03,1.85,15.17,4.81,1.85,29.6,4.44,69.93,0,0.37,5.92,0,217.55,24.42,1.11,2.59,0,19.24,21.09,0.74,4.07,2.59,7.03,1.48,0.37,0,5.55
3Month,0,0.42,0.42,3.95,0,0,0.73,0,0.31,0.52,1.87,4.99,1.04,0.1,1.98,0.21,1.56,0.94,27.04,19.56,0,0.62,0.21,20.7,0.1,0.21,0.31,0,0,0.31,0.62,0,0,0,0,0.62,0.52,1.46
22Month,0,0.68,0.27,1.09,0.14,0,0.14,0,0,0.14,0.96,3.69,0.55,0.14,0.68,0,0.55,0.68,1.23,0,0.14,0.14,0,18.04,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14
