stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,0.85,0.28,0,0,0,0,0,0,0,0.56,0,0.28,1.41,3.1,0,0,0,0,0,0.28,0.85,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,1.11,0,5.55,0.74,0,0.37,0.37,2.96,0,0.74,1.48,4.07,0,0.74,1.48,5.55,0.74,0,0,0.37,0,1.85,0.37,0.37,0,0,0.74,0.37,0.37,1.11,0.37,0.37,0,0,0,1.85
3Month,0.1,3.02,1.04,24.34,0.21,0.21,0.21,5.51,19.97,0.21,33.08,11.34,1.87,13.63,1.98,6.76,15.6,6.87,0.73,0.1,7.91,1.87,0.94,0.21,1.56,0.42,0,0,1.04,17.16,0.31,0,0,0.1,1.35,21.12,5.62
22Month,0,2.6,0.96,4.65,0,0,0,1.23,19.81,15.85,39.76,5.33,4.24,9.43,0.14,1.37,11.75,7.24,0.27,0.96,2.73,0,0.41,0,0.14,0.55,0.55,0,0.96,6.42,0.41,0.14,0,0,0.14,0,1.91
