stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,7,81,0,0,0,2,0,0,0,0,1,0,0,0
72hpf,1.97,0.56,0,1.97,0.28,1.97,0,0,0,0,0,0,0,0,0,0,1.13,1.97,0.56,4.51,0,0.56,0.28,0,43.12,22.83,0,0,0,5.07,0.28,0,2.54,0,1.13,0,0,0
21Day,0.74,0.74,0,6.29,0.37,1.11,0,0.74,0,0,0,0,0.37,0,1.48,0,0.74,2.22,1.11,3.7,0,0,0.74,0,14.06,7.4,0,0.74,0,1.48,0.37,0,1.11,0.37,1.11,0,0,0.37
3Month,0,1.46,0.42,7.07,0,0,0,0.1,0.62,2.18,0,0,12.07,0.73,0.52,2.18,0.62,3.12,2.08,4.99,1.04,0,0.94,0.52,0.83,0.31,0.21,0.42,0,0.1,0.73,23.61,0.21,0,0,1.35,39.42,1.98
22Month,0,0.68,0.27,3.14,0,0,0.27,0.14,0.27,0.96,1.37,0,15.71,0.55,0.27,1.09,0,0.55,0.82,2.46,0,0.68,0.27,0.14,0.55,0,1.64,1.09,0.14,0,0,5.19,0.55,0.27,0,0.14,0.14,0.55
