stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,14,0,3,1,0,0,0,0,0,0,0,1,0,0,1,4,88,0,0,0,72,90,0,0,16,0,0,0,0,0,0,0,0,0
72hpf,8.17,2.82,0,1.97,1.97,2.25,0,0,0,0,0,0,0.56,0,0,1.69,2.54,69.62,0,0.56,0,15.78,7.33,0,0,108.51,0,0,1.69,0.28,0,0.85,0,0,0
21Day,35.15,2.22,0,7.4,0.37,5.92,0.37,0,0.37,0,0.74,0,5.55,1.11,0.37,3.7,5.55,163.9,0.37,8.14,0.37,12.58,7.4,0,0,119.14,6.66,0.37,2.22,0.74,0.74,2.59,0.74,0,2.22
3Month,0.1,0.31,0.21,1.14,0,0,0.1,0.1,0.1,0,1.25,0.21,0.1,0.31,0,0.21,0.94,6.24,1.14,0.21,0.1,0.1,0,0.1,0.1,0.21,0.1,0.62,0,0,0,0,3.95,0.21,0.31
22Month,0,0.68,0,0.27,0,0,0.14,0,0,0.27,5.06,0.27,0,0.41,0,0.14,1.09,4.24,0.41,0.14,0,0,0,0,0,0.14,0,0,0,0,0,0.14,0.96,0,0
