stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,1.13,0,0,0,0.85,0,0,0,0,0,0,0
21Day,3.33,0,0,1.11,0,0.37,0,0.37,0,0,0,0,0,0,0.37,0,0.37,0.37,0,8.51,0,0,2.22,0,1.48,1.11,0,5.18,5.55,0.74,0,0,0,0,0,0.37
3Month,1.14,19.14,0.31,44.94,0.1,0,0.42,0,0.94,0.21,4.99,0.31,3.95,1.87,0.1,3.33,8.43,45.14,2.39,92.16,45.77,0,5.72,0.83,1.14,0.1,0.42,17.79,0.42,1.04,2.08,0.31,0.83,13.11,0.52,1.56
22Month,0.82,6.42,0,19.13,0,0,0.41,0,0.27,0,0.96,5.6,2.87,0.27,0.14,0.27,1.23,4.92,0.68,50.97,3.01,0.14,1.78,0,0.96,0,0.41,3.55,0,0,0,0.41,0.68,0.41,0,0.14
