stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,4.23,0,0.28,0.85,0,17.19,2.25,6.76,0.56,0,4.23,0,0,0.28,0,0,0,0,0,0
21Day,0,4.81,0,4.07,0.74,0,0,0,0.37,0,0,0.74,0,0.37,0.37,0.37,0.37,0.37,5.55,0,0,24.05,0,6.66,1.11,3.7,0,0,1.11,0.37,0,1.11,0,0.74,0.37,2.22,0,0
3Month,0.1,7.07,0.73,10.09,0,0.31,0.21,0.1,1.46,3.12,0.1,9.36,5.3,0.31,5.62,0.62,2.91,3.12,4.89,0.42,0,8.11,1.46,1.25,0.21,43.38,0.52,0,0.1,2.08,3.64,0.62,0,0,0.21,280.33,2.91,1.98
22Month,0.14,11.62,0.14,1.37,0,0.41,0.27,0,0,1.23,0.68,6.83,0.27,0,1.23,0.55,0.55,1.09,2.87,0.27,0.55,6.7,0.14,0.68,0.14,37.85,0.14,0.14,0.27,0.14,0.14,0.27,0.14,0,0,27.33,0,0.55
