stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,11,0,12,3,1,0,0,0,2,0,2,0,0,0,0,3,11,88,11,0,0,0,0,3,179,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.56,8.17,0,6.76,2.25,1.69,0,0.56,0,1.41,0,0,0,0,1.41,0,3.66,12.68,6.76,14.66,0,2.25,0,0,10.99,30.44,0,0,0,10.71,0,0.85,5.07,0,0.56,0,0,0
21Day,4.81,4.44,1.11,30.34,0.37,8.14,0,1.85,0,2.59,0.37,0,1.85,0.74,9.62,0.74,1.11,8.88,15.91,37.74,0,0,1.48,0,10.36,17.76,0.74,0,0,12.21,4.07,2.59,4.81,1.85,0.74,0,0.37,1.85
3Month,0.21,3.22,0.31,10.3,0.1,0,0.52,0.1,0.31,32.14,0,0,6.97,4.78,1.04,2.5,0.31,2.6,34.74,5.1,0.73,0,0.73,0.94,0.73,0.83,0.73,2.39,0,0.1,0.94,83.32,0.21,0,0.52,1.77,43.9,3.02
22Month,0,7.52,0.27,4.78,0.14,0,0.82,0.41,0.41,64.5,0.55,0,9.29,2.87,4.24,1.78,0,0.82,38.54,3.96,0,0.41,0.14,0,0.82,0.68,0.68,0.27,1.09,0.14,0.14,16.12,1.09,0,0,0.27,0,1.64
