stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,11.56,3.38,0,0.85,0,0,0,0,3.95,0.85,0.28,0,0.56,0,0.28,0,0,0.28,0,0,0
21Day,1.48,0,0.74,2.22,0,1.85,0,0.37,0,0,0,0,0.37,0.37,18.13,3.33,0.37,4.81,0,0,0,0,1.85,0,0.37,0,2.22,1.11,0.37,0.37,0.37,0,0,0,0.37
3Month,0.1,0.21,0.31,4.99,0.1,0,0.1,4.16,0.21,0,3.12,0.21,0,1.04,9.26,0.83,0.42,1.46,0.1,0.1,0.31,0.94,0.21,0,0.31,0,0,0.1,6.66,0.1,0,0,0.83,3.12,0.52
22Month,0,0,0.68,2.87,0,0,0,0.96,0.68,0.27,5.33,0,0,0.96,2.19,0.14,0.55,0.14,0,0,0.14,0,0,0,0.27,0.14,0,0,0.41,0,0,0,0,0,0
