stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,4,331,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,8.74,0.56,0,3.1,3.1,6.48,0,0,0,0,0,0,0,0,1.41,9.02,0.56,10.99,0,0,0.85,0,572.72,220.12,1.41,7.05,9.86,0.28,0,54.96,0,0,2.25,0,0,0
21Day,4.44,0.37,0.74,8.51,1.11,10.36,0,0,0,0,0.37,0,1.48,0.74,0.37,4.07,2.22,16.28,0,0,2.59,0,280.45,52.91,2.59,8.14,3.7,6.29,0,9.62,1.85,5.55,0.74,0,0,0.74
3Month,0,0.21,0.21,2.18,0.21,0,0.21,0.1,0.31,0.1,1.56,0,0,0.73,0,2.08,0.1,7.39,2.81,0,0.62,0.1,4.58,1.77,0.73,0.83,0.1,0.1,0.42,0.62,0,0,1.46,0,0.1,0.1
22Month,0,0,0.14,0.96,0.14,0,0.14,0,0.14,0.14,2.87,0.27,0,0.96,0.14,0.82,0.55,9.7,0.27,0.27,0.27,0,6.01,0.55,1.5,1.09,0.14,0,0,2.05,0,0,0.41,0.14,0,0.27
