stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,4,32,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,2.25,0.56,3.66,0,0,0,0,0,0,0,0,0,0.85,7.33,0,3.1,0,0.28,0,0.28,262.4,12.68,0,0,4.23,0,0,1.97,0,0,0.56,0,0,0
21Day,1.48,0.37,2.22,0.37,4.07,0,0,0,0,0,0.37,0.37,1.48,0.37,0.74,2.96,0.74,8.88,0,0,0.74,0,123.21,2.96,0.74,0.37,4.44,2.96,0,0.37,0.37,1.48,0.74,0,0,0.74
3Month,0,0.31,0.94,0,0,0.1,0.1,0.52,0.1,0,2.39,0.31,0,0.73,0.1,0.52,0.73,1.46,0.1,0,0.1,0.1,1.46,0,0,0,0,0.42,12.38,0,0,0,0,0.1,3.74,0.31
22Month,0,0.27,0.82,0.14,0,0,0.14,1.23,0.27,0,9.57,0.41,0,1.09,0,0.14,0.27,1.09,0.27,0,0,0,2.46,0,0.14,0,0.14,0,3.96,1.5,0,0,0,0.14,0,0
