stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,206.03,0,0,0.28,0.85,2.25,0,0,0,0,0,0,0,0,0.56,3.95,0.28,1.13,0,0,0,17.19,8.17,0,0.56,2.82,0,0,2.25,0,0.28,0.28,0,0,0
21Day,281.93,0.37,0.37,4.44,0.37,5.55,1.11,0,0,0,1.48,0.37,0.74,0.37,0.74,4.81,1.11,12.21,0,2.22,0,8.14,4.44,0,0,9.99,3.7,0,1.11,0.37,1.48,1.11,0.37,0,0.37
3Month,9.99,0.21,0,0.52,0,0,0,0.1,0.21,2.39,1.25,0.31,0,0.52,0,0.42,0.21,0.73,0,1.56,0.1,0,0,0.1,0,1.04,0,0.42,0,0,0,0,0.31,0.21,0.31
22Month,1.37,0.14,0,0.14,0,0,0,0.14,0,0.55,0.68,0.27,0,0.27,0,0,0.14,0.55,0.14,0,0,0,0.14,0,0.14,0.14,0,0,0.14,0,0,0,0,0,0.14
