stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,19,1,0,0,0,0,0,0,0,0,0,0,1,2,1,28,0,0,0,0,10,236,0,0,2,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,1.97,0,0.28,0,0,0,0,0,0,0,0,0.28,0,3.66,0,2.25,0,0,0,0,3.95,5.07,0,0,2.25,0,0,2.25,0,0,0,0
21Day,0.37,0.37,0,13.69,0,0.37,0,0.37,0,0,0,0,0,0.37,0.37,0,1.11,0,3.7,0,0,1.11,0,0,1.85,0,0,1.11,0.74,0,0,0.74,0,0,0
3Month,0,1.14,0.31,29.33,0,0,0.21,0,0.83,0.42,0,1.46,0.73,0,0.94,2.5,6.03,0.31,6.55,2.29,0,0.42,0.62,0.31,0.1,0.1,0.31,0.1,0.52,0.83,0,0,0.83,0.31,0
22Month,0.14,0.68,0,5.33,0,0,0.27,0,0.41,0.82,0.55,4.65,0,0.82,1.5,0.55,0.68,1.23,8.06,0.68,0.27,0.82,0,0.14,0,0,0.14,0,0,0.14,0,0,0,0,0.27
