stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32,1,0,103,9,0,0,0,0,0,1,0,0,0,0,1,4,4,9,0,0,0,0,3,93,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,5.92,1.13,0,35.79,4.79,0.56,0,0,0,0.28,0,0,0,0,0,0.85,34.1,0.28,15.78,0,0.56,0.85,0,124.01,24.52,0,0,24.8,0,0,0.85,0,0.28,3.38,0,0,0
21Day,20.35,1.11,0.37,44.4,5.92,5.55,0,0.74,0,0.37,0,1.48,0.37,3.33,0,0,46.25,7.4,95.46,0,0,12.95,0,81.4,16.65,1.11,0.37,17.39,6.66,0,2.22,0.74,1.48,4.44,0,0,1.11
3Month,0.21,0.1,0,2.39,0,0,0,0,0,0,0,0.62,0.31,0.1,0.73,0,4.47,1.04,2.91,0.21,0,0.42,0.1,0.31,0.21,0.31,0,0,0,0.31,0.21,0,0,0,0.1,0.31,0.1
22Month,0.14,0,0,1.37,0,0,0.14,0,0.27,0.14,0,3.96,0.27,0.14,0.55,0,0.96,0.68,2.32,0.14,0.14,0.27,0,0.27,0,0.27,0,0,0.14,0,1.37,0,0,0,0,0,0.14
