stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,0.56,0,2.25,1.13,1.41,0,0,0,0,0,0,0,0,0,0,1.69,3.1,0,1.69,0,0,0,0,126.27,7.05,0.85,0.56,0,1.41,0,0,1.13,0.28,0,0,0,0,0
21Day,7.4,0,0,8.14,1.11,0.74,0,0,0,0,0,0,0,0,0,1.11,0.37,0.74,0.37,1.11,0,0,0.74,0,33.3,1.85,1.11,0.37,0,1.85,1.48,0,1.48,1.48,0.74,0.37,0,0,0.37
3Month,0.1,0.73,1.14,8.43,0.1,0,0.1,0,3.22,0.42,0.1,0,7.07,1.04,0.1,12.9,1.87,1.14,0.21,0.83,0.62,0,0.31,0.62,7.91,0.21,5.51,1.56,0,0.21,0.31,3.43,0.21,0,0,0,0.42,0.62,0.31
22Month,0.68,0.82,0.55,5.74,0.14,0,0.27,0.14,1.09,0.68,0.27,0,9.43,0.27,0.14,9.57,0.41,0.27,0.68,1.64,0,0.27,0.14,0.14,3.96,0,4.1,2.19,0.41,0,0,3.28,2.32,1.91,0,0,0,0,0.27
