stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,1,31,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,0.56,0.85,0,1.69,0,0,0,0,7.61,2.82,0,0,0,0,0,0,0.28,0.28,0.28,0.56,0,0,0
21Day,1.11,0,0,1.11,0.74,0,0.37,0,0,0,0,0,0.37,0.37,0.37,0,0,2.96,0,0,1.11,0,1.48,1.11,0,0,0,0.74,0.74,0,0.37,0.37,0.37,0,0,0,0
3Month,0.1,0.21,0.1,1.14,0,0,0,0.21,0.1,0,1.56,0.73,0.1,0.73,0.21,0.31,0.21,0.42,0.31,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,3.12,0,0,0,0,0.1,0.73,0.42
22Month,0,0.27,0.14,2.19,0,0,0,0.27,1.23,0.55,26.65,0.14,0.41,2.32,0.14,0.55,0.82,1.64,0.14,0.41,0,0.14,0.27,0,0.55,0.27,0.14,0.14,0,1.5,0.14,0,0,0,0.27,0,0.14
