stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.28,0.28,0.85,0,0,0,0,0,0,0,0,0,0.56,0,3.38,0,0,0,0,3.1,1.13,0.28,0,6.2,0,0,0,0.28,0,0,0
21Day,0.37,0,0.37,1.11,0,0,0.37,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0.74,0,2.22,0,0,0,2.59,0,0.37,0,0,0,0,0
3Month,0,0.42,0,2.81,0,0,0,0.21,0.73,0.1,3.74,0.52,0.1,0.94,0.1,0.62,0.52,4.58,1.35,0,0.21,0.42,0.31,0.1,0.52,0.62,0,0.31,5.51,0.21,0.1,0.62,13,0.83
22Month,0,0.27,0.27,0.68,0,0,0,0.14,0.14,0,2.46,0.14,0.14,1.37,0,0,0,1.91,0,0.14,0.14,0,0.27,0,0.14,0,0,0,2.32,0.41,0,0,0.14,0.14
