stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,1,19,1,1,0,0,0,0,0,0,0,0,0,0,20,163,3,2,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.76,2.25,0,58.91,11.27,38.61,0,0.28,0,0,0,0,0,0,0.28,0,39.46,1113.86,1.69,21.14,0,1.69,0.56,0,150.79,46.22,1.97,0.28,0,15.22,0,0,0,6.76,0.85,0.28,1.69,0,0,0
21Day,11.1,0.74,14.06,894.63,19.98,40.7,0,7.4,0,0.37,0.74,0,5.55,1.11,10.73,10.73,60.68,568.67,14.8,28.49,0.37,0.74,12.21,0.37,83.62,16.65,1.85,0.74,0,13.32,19.98,0,1.85,3.7,1.85,9.25,1.85,0,0,2.96
3Month,1.35,7.91,8.74,2164.18,10.61,0,9.15,1.35,0.52,14.46,27.98,0,85.09,35.37,2.29,52.74,96.32,167.99,29.02,32.77,7.07,0.52,20.18,8.43,145.94,1.56,11.23,4.06,0,1.35,17.16,0.1,42.86,1.35,0.1,0,0.52,11.13,34.33,25.17
22Month,0.14,2.19,9.43,339.57,1.64,0,1.09,0.82,0,6.7,9.98,0.82,36.49,2.73,1.37,6.01,20.09,33.48,8.34,4.51,0,1.78,3.01,0.41,59.44,0.55,5.47,0.68,1.23,0.27,0.55,0,9.57,0.68,1.09,0,0,0.27,0,3.42
