stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,0,0,114,188,4,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,58.34,9.58,0,31.57,23.96,48.2,0,0.85,0,0.85,0,0,0,1.69,0,16.07,96.96,11.27,65.39,0,3.38,2.54,0,6010.13,245.49,6.48,11.56,0,83.71,3.66,1.13,49.89,47.63,44.53,5.92,0,0,0
21Day,32.19,2.22,1.48,49.95,22.2,57.35,0,5.55,0.37,3.33,0,6.29,1.85,16.65,9.62,5.55,40.7,13.69,77.7,0,0.74,6.66,0,2002.74,73.63,5.55,10.73,0,34.41,53.65,8.51,12.95,69.19,95.46,3.33,0,0,10.36
3Month,0,0.21,0.62,2.6,6.76,0,0.31,0.1,0.42,0.83,0,2.08,1.04,0,1.14,0.21,0.42,0.52,0.94,0.73,0,0.31,0.31,32.66,0.31,3.33,0.21,0,0,0.31,50.45,0.52,0.31,0.1,0.1,0.21,2.5,0.52
22Month,0,0.41,0.14,0.41,2.46,0,0.14,0,0,0.27,0,3.28,0,0,0,0,0.55,0.14,1.37,0,0.14,0.41,0,17.08,0,3.42,0.55,0.14,0,0.27,24.87,1.64,5.19,0,0,0,0,0
