stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,0.28,0,0,0,0,0,0,0,0,0.28,2.54,1.69,2.54,0,0,0,0,2.54,2.25,0,0,0,1.69,0,0,0.28,0,0,0,0
21Day,0.37,0,0,0.37,0.74,0,0,0,0,0,0,0.37,0,0,0.37,0.74,1.11,0,0,0,0,0.74,0.37,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0,0.31,0.21,7.91,0,0.1,0.1,1.98,0,14.46,0.52,0.21,2.6,0.62,1.46,3.02,2.18,0.31,0,0,0.83,0.21,0,0.31,0.1,0,0.1,0.1,1.66,0.1,0,0.21,0.21,1.46
22Month,0,0.27,0,2.32,0,0,0.27,4.24,1.23,28.29,0.14,0,2.6,0.14,0.68,3.28,1.23,0.27,1.78,0.14,0,0.14,0,1.23,0,0.14,0,0.14,0.68,0.14,0.14,0.14,0,0.96
