stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0.56,0,0,0,0,0.56,0,0.28,0,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0.37,0,0.74,0,0.37,0,0,0,0,0,0,0,0,0,1.11,0,0,0.37,0,0,0
3Month,0.1,0,1.04,0,0.1,0.42,0.52,0.42,0.1,0.73,0.21,0.1,0,0.1,0,0.1,0.1,0.21,0,0.1,0,0,0.21,21.84,0,0,0.21,0.83,0.42
22Month,0,0.27,0.41,0,0.14,0.41,1.5,0,0.14,0.55,0.14,0.14,0.68,0,0.14,0,0,0.27,0,0,0.14,1.64,0,15.3,0,0,0,0,0.14
