stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,55,4,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,57.78,0,0,0.28,0.28,1.13,0,0,0,0,0,0,0,0,0.56,1.13,0,1.41,0,0,0,0,7.61,16.07,1.41,0,0,1.69,0,0,11.56,0,0,0.28,0,0,0
21Day,22.57,0,0.37,0.37,0,0.74,0,0,0,0,0,0,0,0,0.37,1.11,0,0.37,0,0,0,0,5.18,3.7,2.59,0,0,2.96,0,0.37,2.22,0,0.37,0,0,0,0
3Month,8.22,0,1.14,13.52,0.1,0,0,0.73,0.94,0.1,8.84,0.83,0,3.12,1.46,1.14,0.83,2.39,0.31,0,0.52,0.94,0.31,0,5.72,0.1,0,0,0.31,15.91,0.1,0,0,0.1,0.1,2.7,0.52
22Month,4.65,0.41,0.55,1.78,0,0,0.14,0,0.82,0.55,30.88,0.55,0.14,1.23,0.14,0.14,0.27,1.5,0.27,0.68,0.14,0.27,0,0,2.87,0.14,0.41,0,0.14,1.78,0.14,0.27,0,0,0.14,0,0.41
