stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.13,0.28,1.13,0,0.28,0,0,0,0,0,0,0,0,0.85,1.69,0.28,2.54,0,0,0,0,24.52,9.3,0.28,0.56,2.25,0.28,0.28,2.82,0,0.56,0,0,0
21Day,2.59,0,0,7.77,0.37,3.33,0,3.7,0,0,0,0,0.37,0,2.96,1.11,0,0.74,0.74,7.4,0,0,0,0,9.99,4.44,0,0,2.96,2.22,0,0.74,0,0,0,0,1.11
3Month,0.1,0.42,0.1,4.26,0,0,0.21,0.1,0.1,0.83,0,0,7.07,0.83,0.21,4.26,0.31,1.46,1.66,0.62,0.31,0,0.73,0.31,0.42,0.1,0.21,0.21,0,0.1,2.08,0,0,0,0.31,0.52,1.46
22Month,0,0.27,0.27,2.05,0,0,0,0.27,0.41,1.91,0.82,0,12.98,0.41,0.27,3.28,0.14,0.14,1.37,0.82,0,0.14,0.27,0.14,0.55,0,0.27,0.14,0.14,0.14,0.41,0.41,0.14,0,0,0,1.09
