stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,101.47,0.28,0.56,0.56,0,0,0,0,0,0,0,0,0.28,0,0.28,3.95,43.4,21.7,0,0,0,0,10.99,4.51,0.28,0,0,3.38,0,0,0.28,0,0,0,0,0,0
21Day,1.11,81.4,1.48,0.37,2.59,0,0.74,0,0,0,0.37,0.37,0,2.22,0,0.74,1.11,59.94,9.99,0,0,0.37,0,3.33,4.44,0,0.37,0,3.7,1.85,0,0.74,0.37,1.48,0.37,0.74,0,2.22
3Month,0.1,101.73,4.16,0,0,0.21,0.21,0.21,0.52,1.35,0.1,9.78,1.46,0.21,1.87,0.1,1.66,15.91,1.66,0.62,0.1,0.83,0.42,0.31,0.1,0.73,0.31,0,0.1,0.62,3.22,0.1,0,0,0,23.51,2.81,0.94
22Month,0,93.6,1.64,0,0,0,0.14,0,0.27,1.23,6.29,24.19,0.68,0.27,1.78,0.27,0.55,3.42,2.6,0,0.41,0.27,0.14,0.27,0,0.41,0.14,0.14,0.14,0.27,1.23,0.27,0.14,0,0.14,1.64,0,0.82
