stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,44,0,0,0,0,0,0,0,5,0,0,0,0,9,19,0,21,0,0,0,0,8,272,0,0,11,0,0,0,0,0,1,0,0,0
72hpf,22.27,0.56,0,18.6,18.32,4.51,0,0,0,0,0.28,0,0,0,0,0,1.69,217.3,0.85,77.51,0,0.28,0.56,0.28,137.26,73.28,2.82,0,78.92,0,0,9.02,0,0.28,1.13,0,0,0
21Day,3.7,1.11,0,159.83,4.44,8.51,0,1.48,0,0,0,0,0.37,0.37,2.96,1.85,0,151.32,2.59,162.05,0,0,2.96,0,37,24.42,16.28,0,31.08,5.92,0.74,3.33,0.37,1.48,0.37,0,0,1.48
3Month,0.1,0.42,0,13.94,0.73,0,0.21,0,1.98,0.62,0.21,0,7.59,0.73,0,1.25,0.52,8.63,0.73,55.96,0.21,0.1,0.83,0.1,0.42,0.83,40.46,0.1,0.31,0.73,32.56,0.31,0,0,0.52,0.31,16.02,0.73
22Month,0,0.14,0.55,3.01,0.14,0,0.14,0,0.41,0.55,0.27,0,11.62,0,0,1.09,0,1.09,0.82,7.79,0.14,0.27,0,0,0,0,25.14,0.27,0,0,3.96,0.14,0,0,0.27,0,0,0.27
