stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,7,0,19,0,0,0,0,0,1,0,1,0,0,0,0,1,2,49,13,0,0,8,76,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.13,0,2.25,0.28,0.85,0,0,0,1.69,0,0,0,0,0,0,0.56,9.58,4.51,4.23,0,0,3.38,2.82,0,0,3.38,0,0,0.28,0,0,0.28,0,0,0
21Day,10.73,0.74,0,33.3,0,1.85,0,0.37,0,16.28,0,0,0.74,0,5.18,0.37,0.37,34.04,12.58,25.9,0,1.85,4.07,2.96,0.37,0,8.88,3.7,0.37,0.74,1.11,0.37,0,0.37,0,0.74
3Month,0.1,0.31,0.1,7.91,0,0,0.31,0,0.31,31.41,0,0,1.98,0.83,0.1,0.31,0.21,5.93,3.33,3.54,0.94,0.1,0.21,0,0,0,0.21,0,1.56,0,0,0,0.1,0.1,0.94,0
22Month,0.14,0.55,0,1.09,0,0,0.82,0,0,31.29,0.68,0,2.05,0.41,0.14,0.14,0,1.5,3.28,3.42,0.27,0,0.14,0,0,0.14,0.14,0,1.64,0.27,0.14,0,0,0,0,0.14
