stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0.28,0,0,0,1.13,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0.37,0,0,1.11,0.37,0,0.37,0,0,0,0,0,0
3Month,0,0.42,0.21,2.5,0,0,0.52,0,0.62,0.52,0,4.26,0,0.1,3.43,0.1,0.94,0.94,0.83,0.42,0,0.73,0.1,0.1,0,0.62,0,0,0.1,1.46,0,0.1,0.62,3.22
22Month,0,0.96,0,4.78,0,0,0.41,0.14,0.96,3.42,0.82,21.59,0.55,1.91,6.83,0,0.55,3.69,3.01,0.14,0.82,1.09,0,0.41,0,0.27,0.14,0.27,0,3.01,0,0.14,0,4.78
