stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Primordial_germ_cell,Radial_glia,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1.13,1.13,0,0,0
21Day,0.37,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,0,0,0.31,0,0,0.83,0.1,0.31,0.1,0.31,0,0.1,0,0.1,0.1,0,0.21,0,0.1
22Month,0,0.14,0.14,0.41,0,0.27,2.87,0,0.27,0,0,0.14,0.14,0.14,0,0,0,0.41,0.14,0
