stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0.28,0,0,0,0,0,0,3.95,0.28,0,0,0,0,0,0,0,1.13,0.28,0,0,0,0
21Day,0,0,0.74,10.73,0,0.37,0,0,0,2.59,0,0,0,0,0,2.96,0,0.74,0,0.37,0,0,0,0,1.85,0.37,0,0,0.37,0.37,0,0,0.37,1.48,0.37,0,0,0,0
3Month,0.62,2.39,23.82,155.3,0.1,0,2.08,0.1,0.1,345.54,11.23,0.1,40.57,16.23,0.83,341.7,3.95,9.67,9.15,13.11,3.95,0.42,6.35,2.5,1.35,0.42,2.81,1.14,0.52,6.55,0.21,13,0.62,0.1,0,0.62,3.64,10.51,10.61
22Month,0.14,2.19,37.99,46.46,0,0,0.68,0,0,92.1,6.15,2.05,47.14,2.46,0.27,377.43,1.23,1.09,3.96,5.19,0.55,1.91,2.73,0.14,0.27,0.14,2.46,1.5,0.14,0.41,0,4.92,0.68,0.27,0,0.14,0.55,0,2.46
