stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,8,0,0,0,12,815,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.02,1.41,4.51,2.25,7.89,0,0,0,0.28,0,0,0,0,0,0,0.56,9.02,1.41,8.74,0,0.56,0.28,161.22,721.81,0.28,1.13,13.53,0,0,19.73,0.85,0.56,1.13,0,0
21Day,1.85,0,6.66,0,6.66,0,0.37,0,0,0,0,1.11,0,1.85,0,0,2.96,0.37,2.96,0,0.37,0.37,28.12,169.08,0,1.48,2.22,2.96,0.37,6.29,0,0.37,0.74,0,0.37
3Month,0.1,0,1.46,0.21,0,0.21,0,0.21,0.21,0,0,1.25,0,0.1,0.62,0,0.42,0.31,0.94,0,0.21,0.1,1.25,3.02,0.62,4.26,0,0.1,0.73,0.1,0,0,0,0.21,0.31
22Month,0.14,0,1.09,0,0,0,0,0,0.27,0.27,0,3.14,0.41,0.14,0,0,0.41,0.68,0.41,0.14,0.14,0,0.55,1.09,0.68,2.6,0,0,2.32,0,0,0,0.14,0,0
