stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,3,55,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,2.54,0.28,1.97,0,0.28,0,0.28,0,0,0,0.28,0,0.28,4.79,0.28,2.54,0,0.28,0,36.92,16.63,0.56,0,6.48,0.28,0,3.1,0.56,0.85,1.13,0,0,0
21Day,4.07,0.74,0,15.91,0.37,7.03,0,2.59,0,1.85,0,1.11,0,5.92,1.48,1.11,6.66,2.96,13.32,0,0,1.48,18.87,10.36,0.37,1.11,3.33,1.48,0,1.85,0.37,2.22,0,0,0,3.7
3Month,0,0.42,0.1,5.72,0,0,0.1,0,0.52,1.25,0,7.91,0.94,0.1,1.98,0.21,1.25,1.35,1.56,0.52,0,0.42,0.1,0,0.1,0,0.21,0.21,2.91,0.1,0,0,0.1,0.73,1.56,1.35
22Month,0.14,0.27,0.27,1.37,0,0,0,0.41,0,3.83,0.41,12.57,0.55,0.55,3.28,0,0.41,1.64,0.55,0,0.27,0,0.14,0,0.14,0,0,0,0.27,0.27,0,0,0,0,0,0.96
