stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0,0.85,0,0.28,1.41,1.69,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0.37,0,0.37,0,0,0,0,0.37,0,0.37,0.37,0.37,0,0,0
3Month,0,0.31,0.52,22.99,0,0.21,0.31,1.14,0,6.14,0.94,0.21,1.87,4.99,1.56,0.73,2.7,0.73,0.1,0.21,1.04,0.62,0.1,0.21,0,0,0,0.73,68.65,0.52,0,0.42,116.71,0.83
22Month,0.14,0,0.14,4.51,0.14,0.14,0,2.87,0.41,2.32,0.27,0.82,0.55,0.41,0.14,0.96,2.87,0.14,0,0,0.14,0.14,0,0,0.41,0.96,0,0.14,20.91,0.27,0,0,0.27,0.55
