stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0.28,0.28,1.41,4.51,0,0,0,0,3.38,1.69,0,1.13,10.15,0,0,0.56,0,0,0,0,0,0
21Day,2.59,0,0.74,0,0.74,0,0,0,0,0,0.37,0.37,2.22,2.22,0,0.37,2.59,8.51,0,0,0.37,0,2.22,0.37,0,0.37,4.07,0.74,0,0,0,0.37,0.37,0,0,0.37
3Month,0,1.04,2.18,0.1,0,0,0.1,0.42,2.29,0,14.77,3.22,0.1,17.58,0.31,0.73,4.68,3.43,0.62,0,0.21,0.73,0.1,0,0.31,0.52,0.42,0.31,2.91,0,0.1,0,0,3.12,2.81,0.52
22Month,0.14,0.55,0.96,0,0,0.27,0.14,0.41,1.09,0.82,19.54,1.5,0,8.75,0,0,3.96,1.09,0,0.96,0.14,0,0,0,0,0.55,0.27,0.27,0.68,0,0.14,0,0,0.14,0,0.55
