stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,10,5,2,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,8.17,1.41,0.85,0,0,0,0,0,0,0,0,0,0,1.97,16.63,0.85,1.13,0,0,0,0.28,1.41,1.41,0.85,0,0,1.13,0,0,0,0,0,0.28,0,0,0
21Day,1.11,0.37,0,27.01,0.37,0.74,0,0,0,0.37,0,0,0.37,0.74,0.74,0.37,1.85,16.65,3.7,1.85,0,0,0.74,0,1.48,1.11,0.37,0,0,0.37,1.11,0,0,0,0.37,0,0.37,0,0
3Month,0.1,0.62,2.29,49.82,0.21,0,1.14,0.52,15.08,18.83,0,0,126.07,54.5,1.04,28.81,5.51,11.75,28.4,3.54,0.42,0.42,8.74,3.64,0.62,0.42,1.35,0.42,0,0.21,2.39,0.1,3.33,0.21,0,0.21,0.94,1.77,4.37
22Month,0,1.5,2.46,15.99,0.41,0,0.82,0,3.01,35.53,3.01,0,65.32,13.12,1.23,22.55,1.23,2.19,21.32,1.91,0,1.37,1.91,0.27,0,0.27,1.23,0.14,0.27,0,0.14,0,0.27,0.14,0,0,0.41,0,0.82
