stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,45,31,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,70.18,5.36,0.28,20.01,2.82,31,0,0,0.56,0,0.28,0,1.41,0.28,8.74,58.06,7.89,39.18,0,3.1,1.41,0,4454.61,162.63,1.97,14.66,0,58.06,1.97,0,29.03,1.41,4.23,4.23,0,0,0.28
21Day,30.71,0.74,1.85,35.89,3.33,41.81,5.92,1.48,1.48,0,5.18,0.37,11.84,7.03,2.96,19.24,8.14,42.18,0.37,0,10.73,0.37,1362.66,35.15,2.59,11.1,0,17.02,35.89,1.11,10.36,7.03,17.02,2.96,0,0,10.36
3Month,3.74,0.42,0.1,3.12,0.1,0,0,1.04,0.31,0,2.18,0.62,0.1,1.04,0.1,0.42,0.52,3.95,1.98,0,1.56,0.31,10.09,0.31,0.73,0.62,0,0,0.1,6.45,1.98,0.1,0,0.21,0.1,2.18,0.31
22Month,2.73,0,0,1.23,0,0,0,0.14,1.37,0.27,4.78,0.41,0,0.27,0.41,0.41,0.55,5.06,0.27,0.27,0.55,0,18.86,0.27,2.05,0.82,0.14,0.14,0.14,4.92,8.88,0.41,0,0,0.14,0,0.27
