stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,2.82,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,4.23,1.13,0,0,0.28,0.28,0,0.28,0,0,0,0,0
21Day,1.85,0,2.96,0,1.48,0,0,0,0,0,0,0.37,0,0.74,0,0,0.74,0,3.7,0,0,0,0,2.96,1.85,0,0.37,0.74,0,0,0,0.37,0,0,0,0.37
3Month,0,0.62,34.64,0,0,0.42,0,0.21,1.77,0,0,51.28,1.14,0.42,2.81,1.46,5.51,0.62,6.14,0.62,0.94,0.42,0.31,1.66,0,0.21,0.1,0.21,1.25,1.25,0.21,0,0.21,0.42,0.31,1.25
22Month,0,0.68,19.54,0,0,0.27,0.14,0.14,1.09,0.68,0,41.81,1.09,0.14,0.96,0.14,2.46,0.82,10.66,0,2.46,0.41,0,1.09,0,0.14,0,0,0,0.27,0.82,0,0,0,0,0.27
