stage,Cardiomyocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte
24hpf,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0
3Month,0,0.31,0,0,0.42,0.21,0.1,0,0,0,0,0.1,2.5,0.1,0.62
22Month,0,0,0.14,0.14,0.41,0,0,0.14,0.14,0,0,0,1.91,0,0
