stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,1,15,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.28,0.56,0.28,0,0,0,0,0,0,0,0.28,0,1.13,3.1,0,1.13,0,0.28,0,0.28,5.92,3.95,0,0.28,0,2.25,0,0,1.69,0,0,1.13,0,0,0
21Day,1.48,0,0,3.7,0,1.48,1.11,0,1.11,0,0,0.37,0.37,1.48,0.74,0,2.22,1.85,5.18,0,0,0,0,2.59,2.59,0,0.37,0,2.22,1.11,0.37,2.96,0.74,0.37,0.37,0,0,0.37
3Month,0,0.42,0.42,5.62,0,0,0.1,2.08,1.35,0,0,17.37,1.56,0.21,10.61,0.31,1.25,3.12,1.25,0.31,0,0.94,2.08,0.52,0.1,0.83,0.52,0,0.1,0.21,3.95,0.1,0,0,0,0.42,1.77,1.66
22Month,0,0.14,0.27,1.64,0,0,0,0.14,3.69,0.96,0,68.87,1.5,0.55,4.78,0.14,0.14,4.51,2.46,0,1.09,0.27,0,0,0.14,0.14,0.27,0.14,0,0,0.55,0,0,0,0,0.14,0,0.14
