stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,3.95,0,0,0,0,0,0,0.56,5.36,0.85,0,0,0,0,1.13,0,0,0.28,2.54,0,0,0,0,0.28,0,0,0
21Day,1.48,0.37,0.74,14.43,0.37,0.74,0,0.37,0,21.46,0,1.48,8.14,20.72,0,0.37,2.96,32.93,2.59,0,0,0.37,0,2.22,1.11,0,0,1.85,1.48,0,0,0.37,0,0,0,4.44
3Month,0.42,1.46,1.66,42.54,0,0,1.87,1.04,17.47,390.48,0,15.19,322.14,17.37,7.59,2.7,8.11,160.08,6.35,1.56,0.31,4.78,1.35,0.94,0.31,0.94,0.52,0.21,4.68,1.04,7.8,0.62,0.1,2.6,4.47,17.16
22Month,0.41,1.64,1.64,10.93,0.14,0,3.96,0.82,5.6,423.07,0.55,17.49,90.46,18.45,2.46,0.27,2.87,122.03,5.19,0,0.82,1.5,0,0.55,0,0.14,1.23,0.27,0.82,0,1.37,0.41,0.27,0.14,0,4.24
