stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.69,1.13,0,0,0,0,0,0.28,4.51,1.13,0,0,0,0,0,3.95,0.28,0,0.28,0,0,0
21Day,0.37,0.37,0,1.48,0.37,0.74,0,0,0,0,0,0,0,0,0,0,1.11,0.37,1.11,0,0,0,0,1.11,0.37,0,0,0,0.37,0.74,19.24,0.74,0,0.74,0,0.37,0
3Month,0.1,1.14,0.62,13.83,0.1,0,0.73,0.1,0.1,1.98,5.41,21.22,5.82,0.73,7.39,0.73,4.99,5.1,3.64,0.94,0.42,0.73,4.99,1.04,0.62,0.62,0.62,0,0.1,5.1,610.68,0.62,0.1,0,3.12,87.69,3.95
22Month,0.14,0.27,0.27,0.27,0,0,0,0.14,0,0.27,0.68,10.52,0.27,0.14,2.19,0,0.27,0.55,0.82,0,0.41,0.14,0,0.14,0,0.14,0.14,2.32,0.27,0.55,81.03,0.14,0,0,0.14,0.14,0.41
