stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,19,124,1,0,1,0,0,0,0,0,0,0,0
72hpf,7.33,1.97,0,4.23,1.13,3.66,0,0.28,0,0,0,0,0,0,0,1.97,11.84,2.25,9.86,0,1.13,0.28,0,842.73,123.17,1.69,10.43,10.15,0.28,0.28,28.47,0.28,0.56,0.85,0,0
21Day,3.7,0.37,0,9.25,0.37,6.66,0,0.74,0.37,1.11,0,1.48,1.11,1.85,2.22,0.37,5.92,1.11,6.29,0,0,1.85,0,289.7,68.82,1.85,11.84,5.92,9.99,0.37,25.16,1.85,3.33,0.37,0,0.74
3Month,0,0,0,1.98,0.1,0,0,0.1,2.18,0.73,0,1.46,5.62,0.1,0.83,0.1,0.21,0.42,0.52,0.21,0,4.26,0.1,13.21,1.04,7.18,10.61,0.1,0,4.16,0.94,0.1,0,0.1,2.5,0.94
22Month,0,0.55,0.14,1.5,0,0,0.14,0.14,0.55,0.55,0.27,9.43,2.32,0.41,0.96,0,0.14,0.96,1.37,0,0.41,2.32,0,8.61,1.09,6.83,15.3,0,0.27,7.79,2.73,0.14,0,0,0,0.27
