stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,0.28,0.56,0,0,0,0,0,0,0,0,0,0.56,1.97,0,3.1,0,0,0,0,40.02,14.09,0,0.28,0,1.41,0,0,1.97,0.56,0.28,0.28,0,0,0
21Day,0.37,0,0.37,2.22,0,0.37,0,0,0,0,0,0.37,0,0.37,0.37,0.37,0,0,5.18,0,0,1.11,0,14.8,3.7,0,0,0,2.96,0.74,2.59,0.74,0.37,0.74,0,0,0,0.37
3Month,0,0.1,0.1,3.22,0,0,0.1,0.1,0.31,0.31,0,2.7,0.42,0.1,0.94,2.91,0.31,0.1,0.62,0.21,0,0.21,0.1,1.87,0,0.21,0.1,0,0,0.1,12.48,0.21,0,0,0,0.31,8.32,0.21
22Month,0.14,0.27,0,1.64,0,0,0.14,0,0.55,0.55,0.68,24.05,0.14,0,0.96,0.27,0,0.55,0.41,0,1.23,0,0,2.46,0.14,0.14,0.41,0.14,0,0,8.61,0.41,0.14,0,0,0,0.14,0.14
