stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,3.95,0,0,0,0,0,0.28,0,0,0,0,0,0,1.41,12.97,0,1.41,0,0,0,0,9.02,2.25,0,0,3.38,0.28,0,0.28,0,0,0,0,0
21Day,0.74,0,0,13.32,0.74,0.74,0,0,0.37,1.11,0,0,0.37,0,0.37,0,0.74,5.18,1.11,3.33,0,0,0,0,2.96,0.37,0,0,1.48,0.37,0,0,0.37,0.74,0,0,1.11
3Month,0.1,1.46,0.21,19.24,0,0,0,0.1,5.62,2.18,0,0,5.41,1.56,0.42,3.54,0.42,5.72,1.66,4.78,0.42,0.1,1.56,0.21,0.52,0.1,0.42,0.21,0.31,0.42,3.02,0.1,0.1,0,0.52,3.33,2.91
22Month,0,0.27,0.27,2.19,0,0,0.14,0,1.09,0.96,0.14,0,6.42,0.55,0.41,1.37,0,0.14,0.68,1.09,0.14,0,0.14,0,0,0,0.55,0,0.14,0,1.23,0.14,0.41,0,0,0,0.27
