stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,2.25,0,0,0.28,0,0,0.28,0,0,0,0.28,0,1.13,3.38,0.56,0.85,0,0,0.56,0.28,5.36,3.95,0,0.85,1.41,0,0,0.85,0,0,0.28,0,0,0
21Day,1.11,0.37,0.37,6.29,1.11,0,0.37,0,0,1.11,0,0.37,0,5.92,0.37,0.74,3.33,3.33,4.44,0,0,0.37,0,7.03,2.96,0.37,0.37,0.37,0.74,0,0.74,0,0.37,0.74,0,0,1.85
3Month,0.21,1.35,0.31,9.78,0,0.52,0,0.21,1.87,19.66,0.1,10.4,15.6,1.04,8.53,1.66,6.03,9.15,4.06,0.42,0.1,0.83,0.42,0,0.1,1.14,0,0.31,0.52,0.73,0.1,0,0,0.62,1.35,0.52,13.83
22Month,0,3.55,0.41,2.19,0,0.27,0.27,0,0.68,25.83,1.5,17.22,7.79,1.37,6.15,0.68,0.96,8.88,2.6,0,0.55,0.82,0,0.41,0,0.27,0,0.14,0,0.14,0.41,0.14,0,0.14,0.55,0,3.42
