stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,0,0,0,2,72,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,1.69,0.28,0,0,0.28,0,0,0,0,0,0,0,0,1.69,6.48,0.28,3.38,0,0,0,0,25.65,15.78,0,0,3.1,0.28,0,2.54,0.56,0,1.13,0,0,0
21Day,2.59,0,0.37,8.51,0,6.66,0,1.11,0.37,0.74,0.37,0,0.37,0,1.11,0.37,0,0.74,0.74,7.77,0,0,1.11,0,9.62,4.07,0,0,1.11,0.74,1.11,1.11,0,0.37,0,0.37,0,0.74
3Month,0,0.52,0.1,6.87,0,0,0,0.52,2.08,0.62,0,0,15.39,0.21,0.21,5.41,0.1,2.18,0.94,3.02,0.21,0.1,0.42,0.62,0.52,0.1,0.31,0.31,0.21,0.31,5.72,0.31,0,0,0,0.21,5.3,1.04
22Month,0.14,0.14,0.68,1.91,0,0,0.14,0.41,0.41,0.41,0,0,22.96,0.41,0.68,9.16,0.41,0.55,1.09,3.28,0,0.68,0.14,0,0.27,0.14,0.55,0.27,0,0.14,2.46,0,0.14,0,0.14,0.14,0,0.55
