stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,66.8,0.28,1.69,0,1.13,0,0,0,0,0,0,0,0,0.28,2.54,0,6.76,0,0,13.53,0,11.27,6.48,0,0,4.79,1.13,0,0.56,0,0,0,0,0,0
21Day,24.79,0,24.79,0.74,19.24,4.81,0,1.11,0,4.07,1.11,6.66,2.59,1.85,16.65,5.55,23.31,0,0.37,47.73,0,48.84,10.73,0.74,2.59,11.47,10.73,0,2.96,1.11,4.81,3.7,0,0,3.33
3Month,1.04,0.21,1.35,0,0,0,1.66,0.21,0,6.24,0.73,0,0.73,0.42,0.1,0.73,0.83,0.42,0,0.1,0.62,0.1,0,0.1,0,0,0.21,0.94,0,0,0,0,0.1,0.42,0.1
22Month,0.14,0.27,0.41,0,0,0,0.14,0,0.14,9.16,0,0,0.27,0,0,0.27,0.68,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
