stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,6,0,14,2,0,0,0,0,0,0,0,3,0,0,1,0,0,3,13,38,0,0,0,0,10,114,0,0,0,4,0,0,0,0,1,0,0,0
72hpf,9.02,6.2,0,9.3,1.97,5.36,0,0.85,0,0,0,0,0,0,0,1.69,0,8.46,16.35,3.38,52.14,0,1.69,1.69,0.56,21.42,29.59,0.56,0.56,0,42,0.56,0,13.25,0,2.82,0,0,0
21Day,12.21,2.22,0.74,31.82,0.74,5.92,0,3.33,0,0.37,0.74,0.37,0,1.48,0.74,10.36,2.96,2.22,7.77,8.51,70.67,0.37,0,5.18,0,11.1,14.43,0,0.74,0,29.6,2.96,0.37,5.55,1.85,1.85,0,0,4.44
3Month,0.94,4.16,0.94,40.15,0.1,0,0.83,2.18,0.21,4.99,5.82,0.21,0,102.04,11.96,3.95,30.16,4.89,13.21,15.91,21.32,2.5,0.1,2.5,4.99,0.42,0.52,1.56,0.73,0,1.04,2.08,19.04,1.56,0,0.73,4.58,2.91,9.99
22Month,0.14,8.34,0.96,12.85,0.55,0,0.41,0.68,0.14,1.78,16.53,1.37,0,124.9,6.01,3.55,34.44,0.96,1.78,15.03,19.54,0.14,3.69,1.09,0.55,0.27,0.41,2.32,1.37,0.27,0.96,0.41,6.83,4.24,0.27,0.14,0.96,0,4.24
