stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,1.41,3.1,3.38,3.66,0,0,0.28,0,0.28,0,0.28,0,1.13,5.92,1.13,3.95,0.56,0,0.56,685.74,22.55,0.28,1.69,8.46,0.28,0,5.92,1.41,0.28,0.56,0,0,0
21Day,1.48,1.11,5.92,4.07,5.55,0.74,0,0,0,0.37,0,0.37,1.11,0,4.07,0.74,2.59,0,0.37,0.37,150.21,3.33,0.37,2.59,1.48,2.59,0,0.74,0.37,3.33,0.74,0,0,0.74
3Month,0,0,2.81,1.87,0,0,0.1,0.31,0,1.98,0.62,0,0.52,0.21,0.42,0.42,0.94,0,0.1,1.25,3.02,0.1,1.04,0,0,0.31,3.12,0,0.21,0,0.21,0.21,2.39,0.31
22Month,0,0.55,0.27,0.27,0,0,0.14,0.41,0.14,7.11,0.14,0.14,0.68,0,0.27,0.14,1.09,0.27,0.27,0,1.91,0.14,1.91,0.14,0.14,0,4.92,0.14,0.14,0,0,0,0.27,0.41
