stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,10,1,0,0,0,0,0,0,5,2,0,0,0,4,2,2,11,0,2,0,0,5,185,11,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,2.82,0.28,1.97,0,0.56,0,0.28,0,0,0,0,0.28,0.28,2.25,3.66,0.28,3.66,0,0,0,0,31.29,12.68,14.37,0.85,6.48,0.28,0,0,2.25,0.28,0,0.56,0,0,0
21Day,3.33,0.37,0.37,11.1,1.11,11.1,0,1.11,0,0.37,0,0,0.74,0.37,2.59,0.74,1.48,3.33,1.48,10.73,0,0,1.11,0,14.06,5.18,14.8,0.37,5.18,5.55,0,0,1.48,0.37,1.11,0.37,0,0,1.48
3Month,0,0.31,1.35,22.57,0,0,0.1,0.52,2.39,5.62,0.1,0,23.51,7.39,0.42,11.75,1.35,4.99,3.85,8.32,1.87,0.42,2.5,0.83,0.83,0.31,24.34,0.52,0.21,2.7,0.1,4.58,0.31,0,0,0,4.16,1.46,3.22
22Month,0.27,2.32,0.68,10.25,0,0,1.5,0.41,1.5,6.7,0.82,0,31.43,2.46,0.27,5.19,0,1.09,3.83,6.83,0.14,3.28,1.09,0.27,0.27,0,22.96,0.82,0.55,0.27,0,0.27,0.41,0.41,0,0.27,0.41,0,3.42
