stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.85,1.97,0,0,0,0,0,0,0,0,0,0,0,1.41,0,40.59,0,0,0,0,9.3,4.79,0,0,0,31.85,0,0,0.28,0.56,0.28,0,0,0
21Day,0.37,0.37,0,0.74,0.37,2.22,0,0,0,0.37,0,0,0.37,0,0.74,0.74,0,2.22,0,58.83,0,0,0.37,0,2.22,1.48,0,0.37,0,34.41,0.74,0,0,0,0.37,0,0,0.37
3Month,0.42,3.02,1.04,27.25,0.1,0,1.87,0.21,0.31,2.81,13.83,0,31.52,11.34,0.62,16.02,2.39,11.65,7.49,327.34,11.65,0.21,3.33,1.56,1.87,0.21,1.25,1.25,0,0.52,3.12,8.22,0.62,0,0,3.22,4.37,9.36
22Month,0.41,4.65,0.96,12.3,0.27,0,5.47,0,0.14,1.64,18.17,1.37,58.62,5.88,1.23,7.24,1.23,2.46,10.66,545.37,1.91,4.37,2.32,0.14,1.23,0.14,2.19,2.87,0.82,1.09,1.78,1.23,1.78,0.55,0,1.09,0,5.74
