stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,9,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,10,20,31,0,0,0,0,19,372,1,0,0,6,0,0,0,0,0,0,2,0,0,0
72hpf,7.05,4.79,0,17.76,1.97,7.89,0,0.85,0,0.85,0,0,0,0,1.13,0.28,6.48,27.34,3.1,27.9,0,1.41,0.56,0,167.14,167.7,0.28,0.85,0,23.68,1.41,0,0.28,13.25,0.85,0.28,1.41,0,0,0
21Day,10.73,2.59,0,31.45,0.74,20.35,0,8.14,1.11,1.85,0.74,0,1.85,1.11,10.73,1.11,2.22,17.76,4.81,38.48,0,0,2.59,0,52.17,46.25,0.74,0.74,0,11.84,3.7,0,0,6.66,1.85,2.22,0.74,0.37,0,3.7
3Month,0.52,3.43,1.14,41.81,0.31,0,0.21,1.14,6.24,12.79,0.1,0,36.51,13,2.39,19.45,3.12,12.48,17.47,13,2.08,0.1,4.06,2.08,2.91,0.94,2.7,1.56,0,0.31,2.08,0.1,78.22,1.14,0.1,0,0,3.02,20.91,11.34
22Month,0.14,7.93,1.09,15.17,0.27,0,1.78,0.82,3.42,24.87,14.35,0,76.93,10.11,6.83,25.55,0.96,2.32,20.22,13.39,0.41,2.19,1.09,0,2.05,0.41,2.6,2.6,2.73,0.55,0.68,0,18.72,1.91,1.23,0,0.14,0.96,0,6.97
