stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,57,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,3.38,0.28,2.25,1.41,6.76,0,0.28,0,0,0,0,0,0,0.85,6.76,0.28,4.23,0,0.28,0,0,45.66,109.36,0,23.11,8.46,0.28,0.28,310.03,0.28,0.28,5.07,0,0,0
21Day,2.96,0.74,4.44,0.37,3.7,0,0.37,0,0,0.74,0.37,0.37,0.37,0,2.96,1.48,7.77,0,0,1.11,0,16.28,32.93,0,38.48,0.74,4.81,0.37,198.31,0.74,1.48,6.29,0,0,1.48
3Month,0,0.1,1.25,0.21,0,0.1,0,0.1,0.1,0.94,0.83,0,0.31,0.1,0.21,0.1,0.94,0.1,0,0,0.1,0.1,1.46,0.1,24.44,0.1,0,6.45,14.15,0,0,3.12,0.21,1.56,0.1
22Month,0,0.14,1.09,0,0,0.14,0,0.14,0.41,3.69,0.55,0,0.55,0,0,0.14,0.14,0,0,0.14,0,0.55,1.78,0.14,49.6,0,0,3.83,28.7,0.55,0,1.5,0,0,0.14
