stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,42,0,1,0,0,0,0,0,0,1,0,0,0,3,2,10,39,0,0,0,1,58,618,0,0,3,0,0,0,0,0,0,5,0,0,0
72hpf,7.33,0.85,0,37.77,0.56,4.23,0,0.28,0,0,0,0,0,0,0,0,2.25,31,4.51,121.19,0,0,4.23,0.85,103.16,140.64,0.28,0.28,148.82,0,0,0,34.95,0,0,11.84,0,0,0
21Day,8.88,0.37,0.74,45.88,1.48,4.07,0,1.85,0,0.37,0,0,2.22,0.37,1.48,5.18,0.37,14.8,14.8,171.67,0.37,0,18.13,0.74,38.11,37,0,2.59,167.97,8.14,0,0,9.25,1.11,1.85,5.92,0,0,1.85
3Month,0.94,1.14,0.21,59.6,0.31,0,0.94,0.1,1.98,4.99,7.7,1.14,6.66,3.22,0.83,13.21,2.39,27.36,52.74,163.41,33.29,0,6.66,2.39,8.01,1.14,0.83,5.3,1.25,1.46,0.1,34.95,0.83,0,0,8.32,6.87,4.26,2.81
22Month,0.82,1.23,0.14,34.16,0,0,1.37,0,1.37,4.78,4.51,35.8,12.57,0.55,0.82,11.34,0.96,8.2,17.35,135.69,4.78,0.14,4.24,0.82,5.33,1.64,1.37,3.14,0.96,0.27,0,14.76,0.68,0.14,0,1.37,0.82,0,1.09
