stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0,0,0,0,0,0,0,0,0,0.28,0,0,0,2.82,0.28,0,0,0,7.33,0,0.56,3.66,1.41,0,0,0,0.56,0,0,0,0,0,0
21Day,5.92,0,2.22,1.48,1.85,0,0,0,0.37,0,7.03,0,1.11,4.44,0,1.11,0.74,1.48,0,0.37,0,0.74,2.59,1.85,0,0,0.37,18.5,0,0.74,0.37,0,0,0.37
3Month,2.18,0.62,3.02,4.06,0,0,0.21,0.94,0.73,0,139.49,1.56,0.21,44.62,0.52,1.25,0.94,1.14,0.1,0.21,0.31,1.77,0,0,0.42,0.21,0,5.2,1.14,0.1,0,0.52,0.31,0.83
22Month,0.55,0.14,1.78,1.64,0,0.68,0,1.23,0.82,3.42,171.77,0.96,0,55.07,0.27,0.27,0.55,0.82,0,3.42,0,1.37,0,0,0,0.14,0.41,1.23,0.27,0,0,0,0,0.14
