stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,0.85,0.28,7.05,0,0.85,0,0,0,0,0,0,0.28,0.85,2.82,0,1.13,0,0,0,0,14.09,3.66,0,0,2.82,0,0,0,0,0.28,0,0,0,0
21Day,0.37,0.74,0,2.59,0.37,9.99,0,0,0,0,0,0,0.37,0.37,0,0.74,1.11,0.74,2.22,0,0,1.11,0,2.96,1.85,0.37,0,2.59,0.74,0,0.74,0.37,0.74,0.37,0,0,0.37
3Month,0.1,0.42,1.46,8.43,0,0,0.31,0.21,0.73,1.46,0.1,21.74,2.6,0.21,5.2,0.83,1.35,4.99,2.39,0.73,0,0.52,0.42,1.14,0,0.73,0,0.42,0.42,1.87,0.21,0,0,0.31,1.04,0.31,1.14
22Month,0,3.28,0.14,6.7,0.14,0,0.41,0.41,0.41,4.51,3.55,62.59,0.68,0.96,4.65,0.41,0.27,5.88,4.37,0,1.78,0.55,0.27,0.55,0,0.68,0.27,0.41,0.14,0.14,1.09,0.27,0,0,0.55,0,2.05
