stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,2.59,0,0,0,4.81,0,1.85,0,2.22,1.11,0.74,0,0.37,0.37,1.11,0.37,0,0,0,0,0.37,0,0,0,0.37,0,0,0
3Month,0.1,0.1,0.62,2.5,0.1,0.42,1.46,141.67,0.73,2.18,0.52,0.62,3.43,0.73,0.42,0.31,6.14,0,0,0.21,0.31,0,0.1,1.77,0.83,0.21,0,0,0.52,0.42,0.31
22Month,0.27,0.14,0,0.82,0.27,0.14,0.55,140.07,0.27,0.55,0.14,0.14,1.09,0.55,5.06,0.41,0,0.14,0,0.14,0.14,0.27,0,0.14,0.14,0.14,0.14,0,0,0,0
