stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,7.05,0,0,0,0,0,0,0,0,0,0,0.56,53.27,0,0.85,0,0,0,0,5.36,2.25,0,0,0,1.41,0,0,0.28,0,0.28,0,0,0
21Day,1.85,0,0,18.13,2.22,0,0.37,0,0,0,0,0,0,0.74,1.48,16.28,0.74,2.59,0,0,0.37,0,2.96,1.11,0,0,0,1.85,0,0,0.74,0,0.37,0,0,0.37
3Month,0,0.83,1.35,62.1,0,0.62,0.1,4.68,3.22,0,13.83,3.95,0.52,17.79,2.08,9.36,4.68,3.74,0.83,0,1.66,0.73,0.83,0.21,1.56,1.04,0,0.21,1.04,4.37,0.42,0,0,1.14,1.04,3.12
22Month,0.14,1.23,2.19,13.53,0,0.27,0.14,1.37,6.56,2.19,27.47,1.23,1.37,25.01,0.27,1.37,5.19,1.23,0.14,0.55,1.23,0.27,0.82,0.27,0.55,0.55,0.27,0.14,0,0.68,0.27,0.14,0,0.27,0,1.5
