stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0,0,0,0,0
21Day,0,0,6.29,18.5,1.85,0,0.37,0,0,0,0,0,0.74,2.96,3.33,0.74,0,1.11,0,0,0,0,1.48,1.11,0,0,0.37,0,0,0,0,0,0,0,0.37
3Month,0.1,0.83,32.45,146.98,0,1.04,0.21,7.49,3.95,0,16.54,6.55,0.52,131.58,7.18,4.47,2.81,5.93,1.35,0.1,1.87,0.83,0.62,0,1.77,0.31,0.21,1.46,16.12,0.21,0,0,1.35,18.41,3.74
22Month,0,0.68,30.47,39.36,0,0,0.14,11.48,1.78,0.41,22.14,0.41,0.14,50.15,1.91,0.41,0.68,1.91,0,0.55,0.55,0,0,0.14,0.68,0.41,0,0.14,4.37,0.27,0.14,0.14,0.14,0.27,0.27
