stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,5,0,21,0,1,0,0,0,0,0,0,2,0,0,0,0,1,5,6,79,0,1,0,0,20,764,0,0,0,9,0,0,0,0,4,0,0,0
72hpf,6.48,3.38,0,12.12,5.07,7.61,0,1.41,0,0,0.85,0,0,0,0,0.85,0,3.66,14.09,0.56,49.89,0,1.41,0,0,111.33,207.72,0.28,0,0,28.47,0.56,0,8.17,0,2.25,0,0,0
21Day,3.7,0.74,0,11.84,1.11,25.9,0,4.44,0,0,0.74,0,0,0.74,0.37,5.55,0,1.11,1.11,0.37,15.17,0,0,1.11,0,26.27,59.2,0.37,0,0,9.62,2.22,0.74,4.07,0,0,0.37,0,2.96
3Month,0.21,0.83,0.21,28.19,0.31,0,0.94,2.7,0.1,1.14,7.28,0.1,0,11.65,7.18,2.6,4.78,1.98,4.16,4.37,13.94,1.35,0.1,2.39,2.08,6.03,1.98,2.5,0.1,0,0.83,0.83,93.2,0.31,0,0.1,3.22,51.28,8.32
22Month,0,1.37,0.82,15.44,0.14,0,0.41,0.68,0.14,0.82,8.06,2.46,0,30.61,2.87,5.74,9.98,1.37,2.6,11.62,8.75,0.14,0.55,0.96,0.41,2.46,0.68,2.6,0.96,0.14,0.55,0,23.23,0.96,1.23,0,0.68,0,3.42
