stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,9,0,0,0,0,6,59,0,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,4.79,0.28,0,3.1,2.25,3.1,0,0,0,0,0,0,0,0,0,4.23,7.05,0.28,13.25,0,0.56,0.28,0,356.54,69.9,0.85,2.54,0,11.27,0,0,8.17,2.25,0.85,2.54,0,0,0
21Day,12.58,1.11,0,8.14,1.11,2.59,0,0,0.74,0,0,1.11,0,0.74,1.11,0.37,3.33,0.74,19.98,0,0,1.85,0.37,127.65,27.38,1.11,2.96,0,8.51,3.7,0,7.77,4.07,8.14,2.22,0,0,1.48
3Month,0,0.1,0.1,4.99,0.1,0,0.1,0.83,0.1,0,0,11.03,0.52,0,1.87,0.62,1.14,0.21,1.98,0.31,0,0.62,1.04,2.6,0.21,2.39,0.42,0,0.1,0.21,18.52,0,0,0,0.42,1.35,39.53,0.42
22Month,0,0.82,0.14,1.5,0.14,0,0.55,0.27,1.09,0.41,0,25.83,0.41,0,2.05,0.27,0.41,0.82,1.78,0,0.96,0.41,0,1.23,0.27,1.91,0.27,0.27,0,0.27,5.74,1.37,1.78,0,0,0.14,0,0.68
