stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.85,0.28,4.79,0,0,0.56,0,2.54,5.64,0,0,0,3.95,0,0,0.56,0.56,0,0,0
21Day,1.48,0,0,3.33,0.37,0,0,0,0,0,0,0.74,0,0,8.51,0.37,0.74,2.22,7.03,0,0,2.59,0,1.85,1.48,0,0,0,3.7,0.74,0,0.74,0.74,0,0,0.37
3Month,0.31,1.46,0.94,5.82,0.21,0,0.83,0.1,1.46,2.29,0,81.65,1.35,0.42,121.8,2.39,2.29,12.79,33.6,14.56,0,4.37,4.89,0.73,0.21,0.42,1.14,0,0.21,1.98,7.18,0,0.31,1.46,13.11,1.56
22Month,0.14,3.14,1.91,5.33,0,0,0.96,0.14,3.01,1.23,0.55,117.66,0.14,0.68,128.04,1.37,0.96,9.29,16.53,0.82,1.5,4.78,0.14,0.41,0,0.82,0.55,0.14,0.41,0.27,4.51,0.14,0.14,0.68,0,0.55
