stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,359,4,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.13,0,0,0.28,0.85,0,0.28,0,0,8.46,0,0,0,11.27,0,0,1.41,41.15,1.69,0,0,0,0,1.69,1.13,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
21Day,1.11,6.29,0.74,8.51,0,9.25,0,2.22,0,0,41.44,0,4.81,31.82,169.08,2.59,0,8.14,132.46,12.21,0,0,0.37,0,8.51,4.81,0,0.74,0,4.07,8.14,0,0,1.48,0.74,2.59,0.37,0,0,90.65
3Month,1.25,7.7,1.87,18.41,0,0,3.33,0.52,0.21,3.74,375.5,0.1,21.84,315.07,55.86,11.96,2.39,5.93,256.61,8.53,1.98,0.21,2.91,2.81,1.46,0.21,1.46,1.46,0,1.04,6.97,0.42,4.37,0.42,0,0,0.21,3.74,4.68,139.69
22Month,0.82,5.33,0.41,6.42,0,0,4.37,0.96,0,1.09,752.53,1.37,31.57,124.49,80.76,4.37,0.68,2.05,217.14,6.56,0.27,1.64,0.96,0.27,1.09,0.41,1.09,0.82,1.78,0.68,0.82,0,0.14,2.05,1.23,0,0.14,0.82,0,70.1
